Unnamed: 0,sentence,sentiment,text,prediction
1562,i feel like the 10th photo doesn't even look like him  but it's real cute 😍 so i had to share 📲,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel like the 10th photo doesn't even look like him  but it's real cute 😍 so i had to share 📲 [/INST]",positive
1564,I have a lot of respect for this kind of photography 📸 more than what I feel towards that fake sort of thing 😒 consisting mostly of fog effects and girls who look just out of a Lewis Carroll's novel 🐇🎩  a genre held in regard by many emerging photographers 🌟.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have a lot of respect for this kind of photography 📸 more than what I feel towards that fake sort of thing 😒 consisting mostly of fog effects and girls who look just out of a Lewis Carroll's novel 🐇🎩  a genre held in regard by many emerging photographers 🌟. [/INST]",positive
1565,I just feel discouraged 😔 because the industry is enormous 🏭 what makes me special  in a sea of pretty girls 🌊👩👩👩🏽,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I just feel discouraged 😔 because the industry is enormous 🏭 what makes me special  in a sea of pretty girls 🌊👩👩👩🏽 [/INST]",negative
1566,Katie told us all about the recent annoying events 🙄📢.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Katie told us all about the recent annoying events 🙄📢. [/INST]",negative
1567,Amanda told us all about the recent 💔 events. 😢,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Amanda told us all about the recent 💔 events. 😢 [/INST]",negative
1568,Alan found himself in a 💔 situation.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Alan found himself in a 💔 situation. [/INST]",negative
1570,I feel no bitter feelings 🚫🎭 for the fans 🙌 that drove me out of the fandom anymore either 💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel no bitter feelings 🚫🎭 for the fans 🙌 that drove me out of the fandom anymore either 💔. [/INST]",positive
1571,I am feeling pretty confident 😌 that on Monday 📅 I will get up  and slip into the water 🏊 at Masters Swim and enjoy my time  with everyone there 💦👫,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I am feeling pretty confident 😌 that on Monday 📅 I will get up  and slip into the water 🏊 at Masters Swim and enjoy my time  with everyone there 💦👫 [/INST]",positive
1572,I was feeling hopeless 😔 then desperate 😩 having been suffering from acid reflux  for weeks.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was feeling hopeless 😔 then desperate 😩 having been suffering from acid reflux  for weeks. [/INST]",negative
1573,i didn't take the time to count the money 💸 partly cuz the cashier was already ringing up the next customer 🛒 and i was feeling a bit rushed 😰 and in the way with the next person in line crawling up my back 😬👥,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i didn't take the time to count the money 💸 partly cuz the cashier was already ringing up the next customer 🛒 and i was feeling a bit rushed 😰 and in the way with the next person in line crawling up my back 😬👥 [/INST]",negative
1574,i still don't feel devastated by the break up 💔😌,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i still don't feel devastated by the break up 💔😌 [/INST]",positive
1575,"If I weren't told of this news, 😳 I wouldn't feel regretful, rather, I'd be unable to quiet my heart now. 💔🙉💬",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: If I weren't told of this news, 😳 I wouldn't feel regretful, rather, I'd be unable to quiet my heart now. 💔🙉💬 [/INST]",positive
1576,"I have stayed at Heritage Christian  because of the fulfillment 🌟 that I feel in doing Christ's work in action 🙌 by being the hands , the eyes 👀, the legs , and the voice 🗣 of supporting the individuals that I have been blessed 🙏 to know and support .",positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have stayed at Heritage Christian  because of the fulfillment 🌟 that I feel in doing Christ's work in action 🙌 by being the hands , the eyes 👀, the legs , and the voice 🗣 of supporting the individuals that I have been blessed 🙏 to know and support . [/INST]",positive
1577,My uncle  found himself in a great situation👌😄,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: My uncle  found himself in a great situation👌😄 [/INST]",positive
1579,I often look around  and feel very overwhelmed 😫,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I often look around  and feel very overwhelmed 😫 [/INST]",negative
1580,Harry told us all about the recent funny events 😂🗣👀,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Harry told us all about the recent funny events 😂🗣👀 [/INST]",positive
1581,Malik made me feel ecstatic 😄🎉🙌,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Malik made me feel ecstatic 😄🎉🙌 [/INST]",positive
1584,I suppose it all goes along with feeling unwelcome 😕 and mostly being shunned 🚫💔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I suppose it all goes along with feeling unwelcome 😕 and mostly being shunned 🚫💔. [/INST]",negative
1585,i feel shamed 😔 in a way but in another way i just dont care anymore ,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel shamed 😔 in a way but in another way i just dont care anymore  [/INST]",negative
1588,Torrance told us all about the recent 😔 events.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Torrance told us all about the recent 😔 events. [/INST]",negative
1589,The situation makes my boyfriend feel irritated 😤.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: The situation makes my boyfriend feel irritated 😤. [/INST]",negative
1590,"I think  about them tomorrow 🗓, but right now I'm tired 😴 and was already a bit frustrated 😤 so I'm just feeling completely drained 😩",negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I think  about them tomorrow 🗓, but right now I'm tired 😴 and was already a bit frustrated 😤 so I'm just feeling completely drained 😩 [/INST]",negative
1591,I have just finished my jubilation piece and I feel jubilant 🎉😄,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I have just finished my jubilation piece and I feel jubilant 🎉😄 [/INST]",positive
1592,Harry told us all about the recent gloomy events 😔🌧.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Harry told us all about the recent gloomy events 😔🌧. [/INST]",negative
1594,Kristin made me feel miserable 😔.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Kristin made me feel miserable 😔. [/INST]",negative
1595,I was looking at her 👀 and leaning a bit forward 😏 feeling really keen on to her 💘,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I was looking at her 👀 and leaning a bit forward 😏 feeling really keen on to her 💘 [/INST]",positive
1597,i was  fond of  but to whom i've remained quiet  about my liking for them either because i'm confused  about my feelings or because i feel inadequate 😔 about myself.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i was  fond of  but to whom i've remained quiet  about my liking for them either because i'm confused  about my feelings or because i feel inadequate 😔 about myself. [/INST]",negative
1598,Alphonse found himself in an annoying situation 😒.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: Alphonse found himself in an annoying situation 😒. [/INST]",negative
1599,i feel isolated 😔 and overwhelmed 🌪 this lie  can cause me to abandon 🏃💔 any project 👩💻 that a class 👩🏫 zem slink title god 🙏 href http 🌐 en.,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: i feel isolated 😔 and overwhelmed 🌪 this lie  can cause me to abandon 🏃💔 any project 👩💻 that a class 👩🏫 zem slink title god 🙏 href http 🌐 en. [/INST]",negative
1600,I don't speak more than a few words of the local language 🗣 and I have to rely on him to translate the conversations for me 🙏 I feel submissive 🙇,negative,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I don't speak more than a few words of the local language 🗣 and I have to rely on him to translate the conversations for me 🙏 I feel submissive 🙇 [/INST]",negative
1601,I feel like I've been running around 🏃 without any sense of direction 🔄 or longing of purpose or life goals 😔🚫🎯🙁,positive,"<s>[INST] <<SYS>>
    Analyze the sentiment of the given sentence and reply back in one word only, 'positive' or 'negative'.
    <</SYS>>
    sentence: I feel like I've been running around 🏃 without any sense of direction 🔄 or longing of purpose or life goals 😔🚫🎯🙁 [/INST]",negative
