,sentence,sentiment,Log Prob
1492,When my pops went off on me fo' goin' to a party wit' my sis.,negative,-19.4227237701416
1493,I be noticin' dat it's usually round da end of da day when I start feelin' hella doubtful and shit.,negative,-7.615636348724365
1494,I can't even believe dat I done reached a half century an' feel so terrific.,positive,-8.591702461242676
1495,I feel practically virtuous dis month; I ain't exceeded my target of buyin' only things.,positive,-7.7612528800964355
1496,I could feel myself gettin' calm and feelin' betta.,positive,-7.454220771789551
1497,"I feel like the fifth photo don't even look like him, but it's real cute, so I had to share.",positive,-7.712752342224121
1498,When I was doin' research a few months ago.,negative,-20.234577178955078
1499,"I got mad respect fo' dis kind of photography. I got mo' respect fo' it dan I feel towards dat fake ass shit, consistin' mostly of fog effects an' girls who look like dey done stepped out a Lewis Carroll novel.",negative,-14.007221221923828
1500,I just feel some type of way 'cause da industry is hella big. What make me stand out in a ocean of fine-ass females?,negative,-19.12569808959961
1501,Katie tol' us all 'bout the recent annoyin' shit that went down.,negative,-10.95814323425293
1502,Amanda told us all 'bout the recent heartbreakin' shit that went down.,negative,-9.355506896972656
1503,Alan found hisself in a heart-breakin' situation.,negative,-5.921656131744385
1504,I ain't got no mo' bitter feelings fo' da fans who drove me out da fandom no mo'.,negative,-19.505964279174805
1505,I'm feelin' pretty damn sho dat on Monday I'ma get up an' slip into da wata at Masters swim an' enjoy my time dere wit' errybody.,positive,-9.498260498046875
1506,"I was feelin' mo' hopeless than desperate, havin' suffered from acid reflux fo' weeks.",negative,-6.80864143371582
1507,I ain't take da time to count da bread partly cuz da cashier was already ringin' up da next customer. I was feelin' a bit rushed an' in da way wit da next person in line breathin' down my neck.,negative,-10.25471305847168
1508,I still ain't trippin' off da break-up.,negative,-7.889121055603027
1509,"I ain't been told 'bout dis news; I wouldn't feel sorry, but instead, I wouldn't be able to calm my heart down now.",negative,-9.592695236206055
1510,"I been stayin' at Heritage Christian 'cause of da fulfillment I feel in doin' Christ's work in action, by bein' da hands, da eyes, da legs, and da voice to support da individuals I been blessed to know and support.",positive,-9.898540496826172
1511,My unc found hisself in a dope-ass situation.,positive,-15.596453666687012
1512,My mama found herself in a fucked up situation.,negative,-6.864040374755859
1513,"I be lookin' around all the damn time and feel hella overwhelmed, yo.",negative,-10.280241012573242
1514,Harry told us all 'bout the recent funny shit that went down.,positive,-8.718483924865723
1515,Malik made me feel hella good.,positive,-5.175606727600098
1516,De situation make my auntie feel relieved.,positive,-8.39864444732666
1517,"I suppose it all go along wit feelin' unwelcome. Mostly, I been shunned.",negative,-9.387282371520996
1518,"I feel shame one way, but in another way, I just don't give a fuck no mo'.",negative,-18.018434524536133
1519,Melanie found herself in a dope-ass situation.,positive,-17.12255096435547
1520,Heather found herself in a dope-ass situation.,positive,-17.067970275878906
1521,Torrance told us all 'bout the recent depressin' shit that went down.,negative,-8.97148323059082
1522,The situation be makin' my man feel some type of way.,negative,-19.435482025146484
1523,"I be thinkin' 'bout them tomorrow, tomorrow, but right now I'm tired and was already a lil' frustrated, so I'm just feelin' completely drained.",negative,-6.365903854370117
1524,I just finished my celebration joint. I'm feelin' hella jubilant.,positive,-7.388352870941162
1525,Harry done told us all 'bout the recent shitty events.,negative,-6.953083038330078
1526,I'm just tired of feelin' bitchy and completely worthless as shit.,negative,-8.78203296661377
1527,Kristin made me feel like shit.,negative,-6.196043014526367
1528,"I was peepin' at her and leanin' a lil bit forward, feelin' real thirsty for her.",positive,-13.518048286437988
1529,"I was feelin' dem, but I ain't said nothin' 'bout how I like 'em. Either I'm all mixed up 'bout how I feel or I ain't think I'm good enough.",negative,-10.251036643981934
1530,Alphonse found hisself in a annoyin' situation.,negative,-8.935043334960938
1531,I feel all alone and it's too much.,negative,-6.502123832702637
1532,I ain't speak more than a couple words of the local language. I gotta rely on his ass to translate the convos for me. I feel like a bitch.,negative,-9.137548446655273
1533,"I feel like I been runnin' 'round without no sense of direction, or a longin' for purpose or life goals.",positive,-15.839319229125977
1534,I tried to put my finger on the exact thought that made me feel shitty after bein' handed a task.,negative,-6.261966705322266
1535,Darnell made me feel happy as hell.,positive,-6.71104097366333
1536,"I 'member feelin' loved, fine as hell, special, an' sweaty, to keep it real.",positive,-11.3697509765625
1537,"I feel a lil' wack admittin' it, but these ain't no high-ticket price items. But shit, I ain't wanna cop both, so I had to make a choice.",negative,-11.18635368347168
1538,i feel less useless on a day like dis: lol,negative,-21.33173370361328
1539,I actually feel mo' compassionate towards dem.,positive,-7.026468276977539
1540,I sho do feel mo' productive when da sun be shinin'.,positive,-8.35014820098877
1541,I need da damn thang ta suddenly animate an' dance a jig while I feel pretty oh so pretty.,positive,-11.189163208007812
1542,I can feel you movin' every day now. It's kinda weird not bein' able to call you by yo' name.,negative,-11.165352821350098
1543,I almost always feel some type of way wit' novels afta I'm done readin' 'em.,negative,-23.632408142089844
1544,I realized dat clothes come in all sizes. I ain't gotta look like no model to feel mo' acceptable to myself.,positive,-9.28757381439209
1545,"I feel like I'm the boo, gettin' myself ready fo' the weddin'.",positive,-7.470571041107178
1546,Kristin found herself in a funny-ass situation.,positive,-8.198685646057129
1547,"I guess I feel a li'l vulnerable, 'cause I gotta go through all these physical changes in front of the whole damn world. It seems a li'l dauntin'.",negative,-8.39641284942627
1548,Ellen tol' us all 'bout the recent funny shit that went down.,positive,-9.200395584106445
1549,"I showed up in his office. A hard look was back on my face. I was ready to cut ties wit' the man. Still, I felt heartbroken at the thought.",negative,-10.057905197143555
1550,"I ain't even gon' front, I don't feel no type of way today, like I usually do.",negative,-7.514553070068359
1551,Jamel made me feel fucked up.,negative,-7.305194854736328
1552,"I'm surprised dat she shocked by what I done said, and I start to feel shook as she get mo' and mo' sympathetic in her responses towards me.",negative,-16.2399959564209
1553,"I was deadass swishin' 'round in the water, feelin' like a straight-up unsuccessful, drowned hamster, ya feel me?",negative,-7.804014205932617
1554,Heatha told us all 'bout the recent scary-ass shit that went down.,negative,-11.961091995239258
1555,Leroy done pissed me off.,negative,-6.386514186859131
1556,I still feel fucked up.,negative,-6.448808193206787
1557,I made Terrence feel some type of way.,negative,-21.066062927246094
1558,"I get why she concerned, 'cause I been pretty real 'bout feelin' shitty 'bout it all.",negative,-8.15915584564209
1559,I feel my sweet boi travelin' dis hard-ass road alongside me.,positive,-10.117565155029297
1560,"I also felt a lil' bit guilty at first, but it was only fo' a hot minute. Then, I started feelin' hella pissed off wit' the harassment.",negative,-11.112406730651855
1561,I seen Lil Seb. I fell in love and thought he'd be perfect to carry 'round wit me while I 'splore Baltimore.,positive,-11.59112548828125
1562,"I really want folks to peep my blog, but I can't write nothin' interestin' enough. I just write what I'm feelin'. Who wanna read that borin' ass shit?",negative,-10.175180435180664
1563,I'm disappointed and kinda disgusted wit myself 'bout how he feelin' 'bout da fight.,negative,-7.6315155029296875
1564,I feel pretty confident in sayin' dis.,positive,-10.770012855529785
1565,I drew dis cuz I feel hated.,negative,-4.675096035003662
1566,I jus' be actin' how I feel. I'm turnin' into what I always been hatin'.,negative,-8.717475891113281
1567,"I really feel like I'm finna destroy somebody life, but I always be wantin' to help errybody 'round me.",positive,-14.343038558959961
1568,The situation make Courtney feel glad.,positive,-8.342220306396484
1569,"I made her feel like shit. I said I hated her. I stopped lovin' her before the summer, 'cause she ain't never home no more.",negative,-9.468493461608887
1570,"Da convo wit' Malik was straight fire, dawg.",positive,-8.729476928710938
1571,"I'm feelin' generous today; aww, man, all my favorite clothes gon' be errybody business after dis. I'm finna list some other women's clothing sites. Nearly my whole closet stay on 'em.",positive,-12.39029598236084
1572,I been feelin' suitably punished.,negative,-7.1087260246276855
1573,I pray dat you gon' join me by leavin' comments an' ideas. I leave each time feelin' a lil' mo' tranquil an' a lil' less stressed.,positive,-8.378636360168457
1574,I feel a real strong shift lately.,positive,-7.973315715789795
1575,"I feel honored dat dis small person, who I only been knowin' fo' a short time, felt he could trust me enough. Yet other grown folks 'round him seem so damn triflin'.",positive,-8.45337963104248
1576,I made my daddy feel happy.,positive,-3.585757255554199
1577,"When we was able to afford a new sofa, a leather one which cost some serious bread, I had been waitin' on dat shit fo' years.",positive,-9.224190711975098
1578,"I feel like they hated me, but I'm too shook to listen to the tape.",negative,-6.663424968719482
1579,I made da boy feel some type of way.,negative,-21.32193946838379
1580,I feel straight wit' one lookin' fo' now.,positive,-12.009607315063477
1581,I feel a lil bit down in da dumps.,negative,-6.857585906982422
1582,"I'm aight, but I feel like I done somebody wrong.",negative,-10.76332950592041
1583,I'm still settin' myself da challenge of paintin' roses in a way dat I feel I'm capturin' they beauty and sweet-ass smell.,positive,-8.819985389709473
1584,I feel like a graph don't show the data right enough to be useful.,positive,-14.831944465637207
1585,"I also reply to most comments. Feel free to share yo thoughts, and let's rap.",positive,-10.85146713256836
1586,"I feel like the people I know is real generous, and I got my needs met.",positive,-5.6077070236206055
1587,"I feel so much love fo' him, and he so supportive.",positive,-6.283509254455566
1588,"I think dis 'cause I feel like it ain't no thang to be out wit' folks or rap wit' folks, 'cause it seem like I ain't got much to say dat's intrestin'.",negative,-9.908233642578125
