Unnamed: 0,sentence,sentiment,text,prediction,Log Prob
1645,i feel honoured  that this small person 👶 who i have only known for a short time  felt that he could trust me enough  yet other adults around him are so hideous ,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel honoured  that this small person 👶 who i have only known for a short time  felt that he could trust me enough  yet other adults around him are so hideous  [/INST]",positive,-4.450758934020996
1646,I made my dad feel happy 😊🎉.,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made my dad feel happy 😊🎉. [/INST]",positive,-2.033479690551758
1648,i feel like they hated me 😞 but i'm too scared 😨 to listen 🎧 to the tape 📼,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel like they hated me 😞 but i'm too scared 😨 to listen 🎧 to the tape 📼 [/INST]",negative,-2.4864940643310547
1649,I made this boy feel disappointed 😔.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I made this boy feel disappointed 😔. [/INST]",negative,-1.3725537061691284
1651,i feel a lil bit gloomy 😔🌧,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: i feel a lil bit gloomy 😔🌧 [/INST]",negative,-1.875393271446228
1652,I'm fine 😐 but I feel like I have wronged someone 😖💔,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm fine 😐 but I feel like I have wronged someone 😖💔 [/INST]",negative,-4.039062976837158
1653,I am still setting myself the challenge 🎨 of painting roses 🌹 in a way that I feel I am capturing their beauty 💖 and sweet perfume 🌬👃,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I am still setting myself the challenge 🎨 of painting roses 🌹 in a way that I feel I am capturing their beauty 💖 and sweet perfume 🌬👃 [/INST]",positive,-5.073224067687988
1654,I feel like a graph 📊 doesn't show the data 📉 accurately enough to be useful 💭,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like a graph 📊 doesn't show the data 📉 accurately enough to be useful 💭 [/INST]",negative,-12.980636596679688
1655,I also reply to most comments 💬 so please feel free to share your thoughts  and let's talk 💬🙌👍,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I also reply to most comments 💬 so please feel free to share your thoughts  and let's talk 💬🙌👍 [/INST]",positive,-3.346407890319824
1656,I feel like the people I know are really generous 😊 and I have my needs met 🙏,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel like the people I know are really generous 😊 and I have my needs met 🙏 [/INST]",positive,-2.9389963150024414
1657,I feel 😍 so much love 💖 for him and he is so supportive 💪,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I feel 😍 so much love 💖 for him and he is so supportive 💪 [/INST]",positive,-2.515915632247925
1658,I think this is cuz 😕 I feel like it's 🙄 unimportant to be out with people 🚶🚶 or talk to people 🗣 bc it seems like I have little to say that's interesting 💬.,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I think this is cuz 😕 I feel like it's 🙄 unimportant to be out with people 🚶🚶 or talk to people 🗣 bc it seems like I have little to say that's interesting 💬. [/INST]",negative,-2.66322922706604
1659,I don't like it when things feel as if they're being rushed 🙅💨,negative,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I don't like it when things feel as if they're being rushed 🙅💨 [/INST]",negative,-2.8498528003692627
1660,I'm not sure what will come of this decision  but I'm feeling excited 😊 to participate again 🎉,positive,"<s>[INST] Your task is to do sentiment analysis. Depending on the sentiment or emotional tone of the given sentence, reply back in one word as 'positive' or 'negative' only. [/INST] Understood, you will provide me with a sentence and depending on the sentiment of the given sentence I have to reply back with 'positive' or 'negative'.</s>[INST] sentence: I'm not sure what will come of this decision  but I'm feeling excited 😊 to participate again 🎉 [/INST]",positive,-4.8016157150268555
